OID_,trackField,countryCode,sequence,longitude,latitude
13032,KW,24,32,51.32872361,25.51972586
14032,TM,25,32,61.86651635,34.5034449
15032,UZ,26,32,72.75109856,38.011224
16032,RU,27,32,74.84845171,48.35844759
17032,YE,28,32,47.65940462,11.19136256
18032,MU,29,32,62.14515449,19.67378036
19032,PK,30,32,76.53357968,27.68385164
33,UK,11,33,-2.82026631,50.70189615
1033,NO,12,33,14.21255244,57.66680149
2033,FI,13,33,28.32997852,57.98545054
3033,ES,14,33,-0.28900604,37.0514818
4033,FR,15,33,5.77245436,45.92576892
5033,DE,16,33,16.79686422,49.83531473
6033,BY,17,33,31.0139907,51.27603975
7033,IT,18,33,15.92276649,38.61635547
8033,MD,19,33,32.28010929,43.85227807
9033,LY,20,33,16.46359862,29.09061199
10033,GR,21,33,27.14730205,34.55133842
11033,EG,22,33,34.71877834,26.31501353
12033,GE,23,33,48.20586591,38.43974886
13033,KW,24,33,51.30172785,25.50026473
14033,TM,25,33,61.83952059,34.48567284
15033,UZ,26,33,72.7241028,37.99423249
16033,RU,27,33,74.82145594,48.34411742
17033,YE,28,33,47.63240886,11.17020849
18033,MU,29,33,62.11815873,19.65347451
19033,PK,30,33,76.50658391,27.66475511
34,UK,11,34,-2.84739689,50.68834454
1034,NO,12,34,14.18542186,57.65535757
2034,FI,13,34,28.30284794,57.97410733
3034,ES,14,34,-0.31613662,37.03440588
4034,FR,15,34,5.74532378,45.91088586
5034,DE,16,34,16.76973364,49.82151427
6034,BY,17,34,30.98686012,51.26265472
7034,IT,18,34,15.89563591,38.59963791
8034,MD,19,34,32.25297871,43.83684864
9034,LY,20,34,16.43646804,29.07191558
10034,GR,21,34,27.12017147,34.53371651
11034,EG,22,34,34.69164776,26.29583548
12034,GE,23,34,48.17873533,38.42299023
13034,KW,24,34,51.27459727,25.4809538
14034,TM,25,34,61.81239,34.46803704
15034,UZ,26,34,72.69697222,37.97737095
16034,RU,27,34,74.79432536,48.32989616
17034,YE,28,34,47.60527828,11.14921955
18034,MU,29,34,62.09102815,19.63332609
19034,PK,30,34,76.47945333,27.64580573
35,UK,11,35,-2.87466122,50.67489719
1035,NO,12,35,14.15815753,57.64400139
2035,FI,13,35,28.27558361,57.96285109
3035,ES,14,35,-0.34340096,37.01746243
4035,FR,15,35,5.71805944,45.89611761
5035,DE,16,35,16.74246931,49.80782003
6035,BY,17,35,30.95959579,51.24937265
7035,IT,18,35,15.86837158,38.5830499
8035,MD,19,35,32.22571438,43.8215384
9035,LY,20,35,16.40920371,29.05336501
10035,GR,21,35,27.09290714,34.51623153
11035,EG,22,35,34.66438343,26.27680734
12035,GE,23,35,48.151471,38.40636148
13035,KW,24,35,51.24733294,25.46179391
14035,TM,25,35,61.78512567,34.45053828
15035,UZ,26,35,72.66970789,37.96064014
16035,RU,27,35,74.76706103,48.31578447
17035,YE,28,35,47.57801394,11.1283966
18035,MU,29,35,62.06376382,19.61333595
19035,PK,30,35,76.452189,27.62700431
36,UK,11,36,-2.90205823,50.66155474
1036,NO,12,36,14.13076052,57.63273351
2036,FI,13,36,28.2481866,57.95168235
3036,ES,14,36,-0.37079796,37.0006522
4036,FR,15,36,5.69066244,45.88146486
5036,DE,16,36,16.7150723,49.79423267
6036,BY,17,36,30.93219878,51.23619414
7036,IT,18,36,15.84097457,38.5665922
8036,MD,19,36,32.19831737,43.80634803
9036,LY,20,36,16.3818067,29.0349611
10036,GR,21,36,27.06551013,34.49888427
11036,EG,22,36,34.63698642,26.25792993
12036,GE,23,36,48.12407399,38.38986337
13036,KW,24,36,51.21993593,25.44278587
14036,TM,25,36,61.75772867,34.43317735
15036,UZ,26,36,72.64231088,37.9440408
16036,RU,27,36,74.73966402,48.30178299
17036,YE,28,36,47.55061694,11.10774051
18036,MU,29,36,62.03636681,19.59350494
19036,PK,30,36,76.42479199,27.60835168
37,UK,11,37,-2.92958683,50.6483178
1037,NO,12,37,14.10323192,57.62155444
2037,FI,13,37,28.220658,57.94060162
3037,ES,14,37,-0.39832657,36.98397596
4037,FR,15,37,5.66313383,45.86692828
5037,DE,16,37,16.6875437,49.7807528
6037,BY,17,37,30.90467018,51.22311983
7037,IT,18,37,15.81344597,38.55026553
8037,MD,19,37,32.17078877,43.79127824
9037,LY,20,37,16.3542781,29.01670464
10037,GR,21,37,27.03798153,34.48167549
11037,EG,22,37,34.60945782,26.23920406
12037,GE,23,37,48.09654539,38.37349664
13037,KW,24,37,51.19240733,25.42393053
14037,TM,25,37,61.73020006,34.41595503
15037,UZ,26,37,72.61478228,37.92757368
16037,RU,27,37,74.71213542,48.28789237
17037,YE,28,37,47.52308833,11.08725211
18037,MU,29,37,62.00883821,19.57383391
19037,PK,30,37,76.39726339,27.58984865
38,UK,11,38,-2.95724595,50.63518698
1038,NO,12,38,14.07557281,57.61046471
2038,FI,13,38,28.19299888,57.92960945
3038,ES,14,38,-0.42598568,36.96743445
4038,FR,15,38,5.63547472,45.85250854
5038,DE,16,38,16.65988459,49.76738105
6038,BY,17,38,30.87701106,51.2101503
7038,IT,18,38,15.78578685,38.53407065
8038,MD,19,38,32.14312966,43.77632971
9038,LY,20,38,16.32661899,28.99859646
10038,GR,21,38,27.01032242,34.46460596
11038,EG,22,38,34.5817987,26.22063056
12038,GE,23,38,48.06888628,38.35726203
13038,KW,24,38,51.16474821,25.40522868
14038,TM,25,38,61.70254095,34.39887207
15038,UZ,26,38,72.58712316,37.91123953
16038,RU,27,38,74.68447631,48.27411325
17038,YE,28,38,47.49542922,11.06693226
18038,MU,29,38,61.98117909,19.55432369
19038,PK,30,38,76.36960428,27.57149604
39,UK,11,39,-2.98503448,50.6221629
1039,NO,12,39,14.04778427,57.59946484
2039,FI,13,39,28.16521035,57.91870633
3039,ES,14,39,-0.45377421,36.95102841
4039,FR,15,39,5.60768618,45.83820629
5039,DE,16,39,16.63209605,49.75411805
6039,BY,17,39,30.84922253,51.19728618
7039,IT,18,39,15.75799832,38.51800828
8039,MD,19,39,32.11534112,43.76150312
9039,LY,20,39,16.29883045,28.98063733
10039,GR,21,39,26.98253388,34.44767645
11039,EG,22,39,34.55401017,26.20221024
12039,GE,23,39,48.04109774,38.34116026
13039,KW,24,39,51.13695968,25.38668116
14039,TM,25,39,61.67475241,34.38192924
15039,UZ,26,39,72.55933463,37.89503908
16039,RU,27,39,74.65668777,48.26044626
17039,YE,28,39,47.46764068,11.0467818
18039,MU,29,39,61.95339056,19.53497511
19039,PK,30,39,76.34181574,27.55329464
40,UK,11,40,-3.01295134,50.60924616
1040,NO,12,40,14.01986741,57.58855535
2040,FI,13,40,28.13729348,57.90789278
3040,ES,14,40,-0.48169108,36.93475858
4040,FR,15,40,5.57976932,45.8240222
5040,DE,16,40,16.60417919,49.74096439
6040,BY,17,40,30.82130566,51.18452804
7040,IT,18,40,15.73008145,38.50207914
8040,MD,19,40,32.08742426,43.74679916
9040,LY,20,40,16.27091359,28.96282804
10040,GR,21,40,26.95461702,34.43088771
11040,EG,22,40,34.52609331,26.18394388
12040,GE,23,40,48.01318088,38.32519207
13040,KW,24,40,51.10904282,25.36828876
14040,TM,25,40,61.64683555,34.3651273
15040,UZ,26,40,72.53141777,37.87897305
16040,RU,27,40,74.62877091,48.24689205
17040,YE,28,40,47.43972382,11.02680156
18040,MU,29,40,61.9254737,19.51578901
19040,PK,30,40,76.31389888,27.53524525
41,UK,11,41,-3.04099543,50.59643736
1041,NO,12,41,13.99182332,57.57773675
2041,FI,13,41,28.1092494,57.89716932
3041,ES,14,41,-0.50973516,36.9186257
4041,FR,15,41,5.55172524,45.80995692
5041,DE,16,41,16.5761351,49.72792071
6041,BY,17,41,30.79326158,51.17187649
7041,IT,18,41,15.70203737,38.48628395
8041,MD,19,41,32.05938017,43.73221849
9041,LY,20,41,16.2428695,28.94516939
10041,GR,21,41,26.92657293,34.41424049
11041,EG,22,41,34.49804922,26.1658323
12041,GE,23,41,47.98513679,38.30935818
13041,KW,24,41,51.08099873,25.35005227
14041,TM,25,41,61.61879146,34.34846699
15041,UZ,26,41,72.50337368,37.86304218
16041,RU,27,41,74.60072682,48.23345123
17041,YE,28,41,47.41167974,11.00699236
18041,MU,29,41,61.89742961,19.49676618
19041,PK,30,41,76.28585479,27.51734865
42,UK,11,42,-3.06916564,50.5837371
1042,NO,12,42,13.96365311,57.56700955
2042,FI,13,42,28.08107919,57.88653644
3042,ES,14,42,-0.53790537,36.90263048
4042,FR,15,42,5.52355502,45.79601109
5042,DE,16,42,16.54796489,49.71498759
6042,BY,17,42,30.76509137,51.15933211
7042,IT,18,42,15.67386716,38.47062343
8042,MD,19,42,32.03120996,43.71776178
9042,LY,20,42,16.21469929,28.92766213
10042,GR,21,42,26.89840272,34.39773552
11042,EG,22,42,34.46987901,26.14787627
12042,GE,23,42,47.95696658,38.29365929
13042,KW,24,42,51.05282852,25.3319725
14042,TM,25,42,61.59062125,34.33194906
15042,UZ,26,42,72.47520347,37.84724718
16042,RU,27,42,74.57255661,48.22012442
17042,YE,28,42,47.38350952,10.98735501
18042,MU,29,42,61.8692594,19.47790745
19042,PK,30,42,76.25768458,27.49960564
43,UK,11,43,-3.09746087,50.57114596
1043,NO,12,43,13.93535789,57.55637427
2043,FI,13,43,28.05278396,57.87599465
3043,ES,14,43,-0.5662006,36.88677364
4043,FR,15,43,5.4952598,45.78218536
5043,DE,16,43,16.51966967,49.70216564
6043,BY,17,43,30.73679614,51.1468955
7043,IT,18,43,15.64557193,38.45509829
8043,MD,19,43,32.00291474,43.7034297
9043,LY,20,43,16.18640407,28.91030706
10043,GR,21,43,26.8701075,34.38137356
11043,EG,22,43,34.44158378,26.13007659
12043,GE,23,43,47.92867136,38.27809613
13043,KW,24,43,51.0245333,25.31405023
14043,TM,25,43,61.56232603,34.31557425
15043,UZ,26,43,72.44690825,37.83158876
16043,RU,27,43,74.54426139,48.20691225
17043,YE,28,43,47.3552143,10.96789035
18043,MU,29,43,61.84096418,19.45921362
19043,PK,30,43,76.22938936,27.48201698
44,UK,11,44,-3.12587998,50.55866454
1044,NO,12,44,13.90693877,57.54583139
2044,FI,13,44,28.02436484,57.86554446
3044,ES,14,44,-0.59461972,36.87105591
4044,FR,15,44,5.46684068,45.76848036
5044,DE,16,44,16.49125055,49.68945546
6044,BY,17,44,30.70837702,51.13456722
7044,IT,18,44,15.61715281,38.43970922
8044,MD,19,44,31.97449562,43.6892229
9044,LY,20,44,16.15798495,28.89310491
10044,GR,21,44,26.84168838,34.36515533
11044,EG,22,44,34.41316467,26.11243402
12044,GE,23,44,47.90025224,38.26266938
13044,KW,24,44,50.99611418,25.29628623
14044,TM,25,44,61.53390691,34.29934328
15044,UZ,26,44,72.41848913,37.81606763
16044,RU,27,44,74.51584227,48.19381532
17044,YE,28,44,47.32679518,10.94859915
18044,MU,29,44,61.81254506,19.44068548
19044,PK,30,44,76.20097024,27.46458345
45,UK,11,45,-3.15442188,50.54629341
1045,NO,12,45,13.87839687,57.53538143
2045,FI,13,45,27.99582295,57.85518634
3045,ES,14,45,-0.62316161,36.85547799
4045,FR,15,45,5.43829879,45.75489673
5045,DE,16,45,16.46270865,49.67685764
6045,BY,17,45,30.67983513,51.12234786
7045,IT,18,45,15.58861092,38.42445693
8045,MD,19,45,31.94595372,43.67514203
9045,LY,20,45,16.12944305,28.87605646
10045,GR,21,45,26.81314648,34.34908155
11045,EG,22,45,34.38462277,26.09494933
12045,GE,23,45,47.87171034,38.24737976
13045,KW,24,45,50.96757228,25.27868128
14045,TM,25,45,61.50536502,34.2832569
15045,UZ,26,45,72.38994723,37.8006845
16045,RU,27,45,74.48730037,48.18083425
17045,YE,28,45,47.29825329,10.92948223
18045,MU,29,45,61.78400316,19.42232382
19045,PK,30,45,76.17242834,27.44730581
46,UK,11,46,-3.18308543,50.53403315
1046,NO,12,46,13.84973332,57.52502486
2046,FI,13,46,27.9671594,57.84492079
3046,ES,14,46,-0.65182516,36.84004058
4046,FR,15,46,5.40963524,45.74143509
5046,DE,16,46,16.4340451,49.66437276
6046,BY,17,46,30.65117158,51.11023799
7046,IT,18,46,15.55994737,38.40934209
8046,MD,19,46,31.91729017,43.66118774
9046,LY,20,46,16.1007795,28.85916245
10046,GR,21,46,26.78448293,34.33315295
11046,EG,22,46,34.35595922,26.07762329
12046,GE,23,46,47.84304679,38.23222795
13046,KW,24,46,50.93890873,25.26123614
14046,TM,25,46,61.47670147,34.2673158
15046,UZ,26,46,72.36128368,37.78544004
16046,RU,27,46,74.45863682,48.16796963
17046,YE,28,46,47.26958974,10.91054036
18046,MU,29,46,61.75533961,19.40412942
19046,PK,30,46,76.14376479,27.43018481
47,UK,11,47,-3.2118695,50.52188433
1047,NO,12,47,13.82094925,57.51476219
2047,FI,13,47,27.93837533,57.8347483
3047,ES,14,47,-0.68060923,36.82474437
4047,FR,15,47,5.38085116,45.72809606
5047,DE,16,47,16.40526103,49.6520014
6047,BY,17,47,30.62238751,51.09823816
7047,IT,18,47,15.5311633,38.3943654
8047,MD,19,47,31.8885061,43.64736067
9047,LY,20,47,16.07199543,28.84242363
10047,GR,21,47,26.75569886,34.31737023
11047,EG,22,47,34.32717515,26.06045666
12047,GE,23,47,47.81426272,38.21721463
13047,KW,24,47,50.91012466,25.24395158
14047,TM,25,47,61.44791739,34.25152071
15047,UZ,26,47,72.33249961,37.77033497
16047,RU,27,47,74.42985275,48.15522206
17047,YE,28,47,47.24080567,10.89177434
18047,MU,29,47,61.72655554,19.38610307
19047,PK,30,47,76.11498072,27.41322121
48,UK,11,48,-3.24077297,50.50984752
1048,NO,12,48,13.79204579,57.5045939
2048,FI,13,48,27.90947186,57.82466936
3048,ES,14,48,-0.7095127,36.80959006
4048,FR,15,48,5.3519477,45.71488026
5048,DE,16,48,16.37635757,49.63974415
6048,BY,17,48,30.59348404,51.08634895
7048,IT,18,48,15.50225983,38.37952754
8048,MD,19,48,31.85960264,43.63366145
9048,LY,20,48,16.04309197,28.82584073
10048,GR,21,48,26.7267954,34.30173411
11048,EG,22,48,34.29827168,26.04345017
12048,GE,23,48,47.78535926,38.20234049
13048,KW,24,48,50.8812212,25.22682834
14048,TM,25,48,61.41901393,34.23587234
15048,UZ,26,48,72.30359615,37.75536995
16048,RU,27,48,74.40094929,48.14259214
17048,YE,28,48,47.2119022,10.87318494
18048,MU,29,48,61.69765208,19.36824552
19048,PK,30,48,76.08607726,27.39641575
49,UK,11,49,-3.26979468,50.49792329
1049,NO,12,49,13.76302408,57.49452047
2049,FI,13,49,27.88045015,57.81468442
3049,ES,14,49,-0.73853441,36.79457833
4049,FR,15,49,5.32292599,45.7017883
5049,DE,16,49,16.34733586,49.62760157
6049,BY,17,49,30.56446233,51.0745709
7049,IT,18,49,15.47323812,38.36482918
8049,MD,19,49,31.83058093,43.62009072
9049,LY,20,49,16.01407026,28.80941448
10049,GR,21,49,26.69777369,34.28624529
11049,EG,22,49,34.26924997,26.02660458
12049,GE,23,49,47.75633755,38.1876062
13049,KW,24,49,50.85219948,25.20986717
14049,TM,25,49,61.38999222,34.22037138
15049,UZ,26,49,72.27457443,37.74054567
16049,RU,27,49,74.37192758,48.13008044
17049,YE,28,49,47.18288049,10.85477292
18049,MU,29,49,61.66863036,19.35055754
19049,PK,30,49,76.05705555,27.37976917
50,UK,11,50,-3.2989335,50.48611218
1050,NO,12,50,13.73388526,57.48454237
2050,FI,13,50,27.85131133,57.80479398
3050,ES,14,50,-0.76767323,36.77970986
4050,FR,15,50,5.29378717,45.68882078
5050,DE,16,50,16.31819704,49.61557423
6050,BY,17,50,30.53532351,51.06290457
7050,IT,18,50,15.4440993,38.35027098
8050,MD,19,50,31.80144211,43.6066491
9050,LY,20,50,15.98493144,28.79314561
10050,GR,21,50,26.66863487,34.27090445
11050,EG,22,50,34.24011115,26.00992061
12050,GE,23,50,47.72719873,38.17301243
13050,KW,24,50,50.82306066,25.19306881
14050,TM,25,50,61.3608534,34.20501853
15050,UZ,26,50,72.24543561,37.72586279
16050,RU,27,50,74.34278876,48.11768756
17050,YE,28,50,47.15374167,10.83653904
18050,MU,29,50,61.63949154,19.33303989
19050,PK,30,50,76.02791673,27.36328219
51,UK,11,51,-3.32818828,50.47441476
1051,NO,12,51,13.70463048,57.47466009
2051,FI,13,51,27.82205655,57.7949985
3051,ES,14,51,-0.79692801,36.76498532
4051,FR,15,51,5.26453239,45.67597831
5051,DE,16,51,16.28894226,49.60366269
6051,BY,17,51,30.50606873,51.05135051
7051,IT,18,51,15.41484452,38.33585361
8051,MD,19,51,31.77218733,43.5933372
9051,LY,20,51,15.95567666,28.77703484
10051,GR,21,51,26.63938009,34.25571229
11051,EG,22,51,34.21085637,25.99339901
12051,GE,23,51,47.69794395,38.15855985
13051,KW,24,51,50.79380588,25.17643399
14051,TM,25,51,61.33159862,34.18981447
15051,UZ,26,51,72.21618083,37.71132198
16051,RU,27,51,74.31353398,48.10541407
17051,YE,28,51,47.12448689,10.81848407
18051,MU,29,51,61.61023676,19.31569331
19051,PK,30,51,75.99866195,27.34695554
52,UK,11,52,-3.35755786,50.46283157
1052,NO,12,52,13.67526089,57.46487408
2052,FI,13,52,27.79268697,57.78529844
3052,ES,14,52,-0.82629759,36.75040537
4052,FR,15,52,5.2351628,45.66326148
5052,DE,16,52,16.25957267,49.5918675
6052,BY,17,52,30.47669915,51.03990925
7052,IT,18,52,15.38547494,38.32157771
8052,MD,19,52,31.74281774,43.58015564
9052,LY,20,52,15.92630707,28.76108286
10052,GR,21,52,26.6100105,34.24066948
11052,EG,22,52,34.18148679,25.97704048
12052,GE,23,52,47.66857436,38.14424909
13052,KW,24,52,50.7644363,25.15996343
14052,TM,25,52,61.30222903,34.1747599
15052,UZ,26,52,72.18681125,37.69692391
16052,RU,27,52,74.28416439,48.09326053
17052,YE,28,52,47.0951173,10.80060874
18052,MU,29,52,61.58086718,19.29851853
19052,PK,30,52,75.96929236,27.33078993
53,UK,11,53,-3.3870411,50.45136315
1053,NO,12,53,13.64577766,57.45518482
2053,FI,13,53,27.76320373,57.77569426
3053,ES,14,53,-0.85578083,36.73597068
4053,FR,15,53,5.20567957,45.65067087
5053,DE,16,53,16.23008944,49.58018923
6053,BY,17,53,30.44721591,51.02858133
7053,IT,18,53,15.3559917,38.30744394
8053,MD,19,53,31.71333451,43.56710503
9053,LY,20,53,15.89682384,28.7452904
10053,GR,21,53,26.58052727,34.22577671
11053,EG,22,53,34.15200355,25.96084574
12053,GE,23,53,47.63909113,38.13008082
13053,KW,24,53,50.73495306,25.14365785
14053,TM,25,53,61.2727458,34.15985548
15053,UZ,26,53,72.15732801,37.68266921
16053,RU,27,53,74.25468116,48.08122752
17053,YE,28,53,47.06563407,10.78291379
18053,MU,29,53,61.55138394,19.28151631
19053,PK,30,53,75.93980913,27.31478608
54,UK,11,54,-3.41663682,50.44001004
1054,NO,12,54,13.61618193,57.44559276
2054,FI,13,54,27.73360801,57.76618643
3054,ES,14,54,-0.88537655,36.72168189
4054,FR,15,54,5.17608385,45.63820707
5054,DE,16,54,16.20049371,49.56862841
6054,BY,17,54,30.41762019,51.01736729
7054,IT,18,54,15.32639598,38.29345294
8054,MD,19,54,31.68373878,43.55418597
9054,LY,20,54,15.86722811,28.72965814
10054,GR,21,54,26.55093154,34.21103465
11054,EG,22,54,34.12240783,25.94481551
12054,GE,23,54,47.6094954,38.11605569
13054,KW,24,54,50.70535734,25.12751796
14054,TM,25,54,61.24315008,34.14510189
15054,UZ,26,54,72.12773229,37.66855855
16054,RU,27,54,74.22508543,48.0693156
17054,YE,28,54,47.03603835,10.76539995
18054,MU,29,54,61.52178822,19.26468735
19054,PK,30,54,75.9102134,27.29894469
55,UK,11,55,-3.44634387,50.42877276
1055,NO,12,55,13.58647489,57.43609837
2055,FI,13,55,27.70390096,57.7567754
3055,ES,14,55,-0.9150836,36.70753965
4055,FR,15,55,5.1463768,45.62587066
5055,DE,16,55,16.17078667,49.55718559
6055,BY,17,55,30.38791314,51.00626765
7055,IT,18,55,15.29668893,38.27960535
8055,MD,19,55,31.65403174,43.54139905
9055,LY,20,55,15.83752107,28.71418677
10055,GR,21,55,26.5212245,34.19644394
11055,EG,22,55,34.09270078,25.92895048
12055,GE,23,55,47.57978836,38.10217431
13055,KW,24,55,50.6756503,25.11154447
14055,TM,25,55,61.21344303,34.13049978
15055,UZ,26,55,72.09802524,37.65459255
16055,RU,27,55,74.19537839,48.05752532
17055,YE,28,55,47.0063313,10.74806795
18055,MU,29,55,61.49208118,19.24803238
19055,PK,30,55,75.88050636,27.28326645
56,UK,11,56,-3.47616106,50.41765186
1056,NO,12,56,13.55665769,57.42670209
2056,FI,13,56,27.67408377,57.7474616
3056,ES,14,56,-0.94490079,36.69354461
4056,FR,15,56,5.11655961,45.61366222
5056,DE,16,56,16.14096947,49.54586129
6056,BY,17,56,30.35809595,50.99528293
7056,IT,18,56,15.26687174,38.26590179
8056,MD,19,56,31.62421454,43.52874487
9056,LY,20,56,15.80770387,28.69887698
10056,GR,21,56,26.4914073,34.18200525
11056,EG,22,56,34.06288359,25.91325134
12056,GE,23,56,47.54997116,38.08843734
13056,KW,24,56,50.6458331,25.09573807
14056,TM,25,56,61.18362584,34.11604981
15056,UZ,26,56,72.06820805,37.64077186
16056,RU,27,56,74.16556119,48.04585723
17056,YE,28,56,46.97651411,10.7309185
18056,MU,29,56,61.46226398,19.23155211
19056,PK,30,56,75.85068916,27.26775206
57,UK,11,57,-3.50608723,50.40664785
1057,NO,12,57,13.52673152,57.41740437
2057,FI,13,57,27.6441576,57.7382455
3057,ES,14,57,-0.97482697,36.6796974
4057,FR,15,57,5.08663343,45.6015823
5057,DE,16,57,16.1110433,49.53465606
6057,BY,17,57,30.32816978,50.98441365
7057,IT,18,57,15.23694557,38.25234289
8057,MD,19,57,31.59428837,43.516224
9057,LY,20,57,15.7777777,28.68372944
10057,GR,21,57,26.46148113,34.16771923
11057,EG,22,57,34.03295742,25.89771879
12057,GE,23,57,47.52004499,38.07484538
13057,KW,24,57,50.61590693,25.08009946
14057,TM,25,57,61.15369966,34.10175263
15057,UZ,26,57,72.03828188,37.6270971
16057,RU,27,57,74.13563502,48.03431188
17057,YE,28,57,46.94658793,10.71395232
18057,MU,29,57,61.43233781,19.21524724
19057,PK,30,57,75.82076299,27.25240219
58,UK,11,58,-3.5361212,50.39576125
1058,NO,12,58,13.49669755,57.40820565
2058,FI,13,58,27.61412363,57.72912752
3058,ES,14,58,-1.00486093,36.66599864
4058,FR,15,58,5.05659946,45.58963146
5058,DE,16,58,16.08100933,49.52357041
6058,BY,17,58,30.29813581,50.97366032
7058,IT,18,58,15.2069116,38.23892927
8058,MD,19,58,31.5642544,43.50383703
9058,LY,20,58,15.74774373,28.66874483
10058,GR,21,58,26.43144716,34.15358652
11058,EG,22,58,34.00292345,25.8823535
12058,GE,23,58,47.49001102,38.06139906
13058,KW,24,58,50.58587296,25.06462931
14058,TM,25,58,61.12366569,34.08760889
